tipo,discriminacao,url,formato,url_norm,domain,is_pdf,expected_content_type,parser_hint,priority_bucket
Artigo,Prisão do Agressor e Lei 9.099/95,https://trilhante.com.br/curso/lei-maria-da-penha-2/aula/prisao-do-agressor-e-lei-9-099-95-1?viewtype=pdf,pdf,https://trilhante.com.br/curso/lei-maria-da-penha-2/aula/prisao-do-agressor-e-lei-9-099-95-1?viewtype=pdf,trilhante.com.br,True,application/pdf,pdf_text_pymupdf,C
Artigo,Apontamentos sobre as medidas protetivas de urgência previstas na Lei Maria da Penha,https://www.tjsp.jus.br/download/EPM/Publicacoes/CadernosJuridicos/38vd%2009.pdf,pdf,https://www.tjsp.jus.br/download/EPM/Publicacoes/CadernosJuridicos/38vd%2009.pdf,www.tjsp.jus.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,A LEI MARIA DA PENHA E AS MEDIDAS PROTETIVAS DE URGÊNCIA,https://forumseguranca.org.br/wp-content/uploads/2022/11/dpj-folder-a-lei-maria-da-penha.pdf,pdf,https://forumseguranca.org.br/wp-content/uploads/2022/11/dpj-folder-a-lei-maria-da-penha.pdf,forumseguranca.org.br,True,application/pdf,pdf_text_pymupdf,C
Artigo,Medidas protetivas da Lei Maria da Penha devem ser aplicadas sem prazo determinado,https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias/2024/14112024-Medidas-protetivas-da-Lei-Maria-da-Penha-devem-ser-aplicadas-sem-prazo-determinado.aspx,html,https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias/2024/14112024-Medidas-protetivas-da-Lei-Maria-da-Penha-devem-ser-aplicadas-sem-prazo-determinado.aspx,www.stj.jus.br,False,text/html,html_readability_law,B
Artigo,"Medidas protetivas de urgência podem valer por prazo indeterminado, decide STJ",https://ibdfam.org.br/noticias/12409/Medidas+protetivas+de+urg%C3%AAncia+podem+valer+por+prazo+indeterminado%2C+decide+STJ,html,https://ibdfam.org.br/noticias/12409/Medidas+protetivas+de+urg%C3%AAncia+podem+valer+por+prazo+indeterminado%2C+decide+STJ,ibdfam.org.br,False,text/html,html_readability,C
Artigo,Vítima de violência doméstica pode recorrer contra decisão que revogou medidas protetivas de urgência,https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias/2025/07102025-Vitima-de-violencia-domestica-pode-recorrer-contra-decisao-que-revogou-medidas-protetivas-de-urgencia.aspx,html,https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias/2025/07102025-Vitima-de-violencia-domestica-pode-recorrer-contra-decisao-que-revogou-medidas-protetivas-de-urgencia.aspx,www.stj.jus.br,False,text/html,html_readability_law,B
Artigo,"Medida protetiva da Lei Maria da Penha não depende de inquérito, nem tem prazo fixo, decide STJ",https://www.conjur.com.br/2024-nov-16/medida-protetiva-da-lei-maria-da-penha-nao-depende-de-inquerito-nem-tem-prazo-fixo/,html,https://www.conjur.com.br/2024-nov-16/medida-protetiva-da-lei-maria-da-penha-nao-depende-de-inquerito-nem-tem-prazo-fixo,www.conjur.com.br,False,text/html,html_readability,C
Artigo,A vítima precisa provar a continuidade do risco na medida protetiva na Lei Maria da Penha?,https://cj.estrategia.com/portal/vitima-provar-continuidade-risco-medida-protetiva/,html,https://cj.estrategia.com/portal/vitima-provar-continuidade-risco-medida-protetiva,cj.estrategia.com,False,text/html,html_readability,C
Artigo,ROTEIRO PRÁTICO MEDIDA PROTETIVA DE URGÊNCIA,https://defensoria.sc.def.br/uploads/downloads/CECADEP__Roteiro_Pratico_MPU_6643b320a3a22_6654b715eb571.pdf,pdf,https://defensoria.sc.def.br/uploads/downloads/CECADEP__Roteiro_Pratico_MPU_6643b320a3a22_6654b715eb571.pdf,defensoria.sc.def.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,Há a necessidade de crime para serem concedidas medidas protetivas?,https://www.migalhas.com.br/depeso/438995/ha-a-necessidade-de-crime-para-serem-concedidas-medidas-protetivas,html,https://www.migalhas.com.br/depeso/438995/ha-a-necessidade-de-crime-para-serem-concedidas-medidas-protetivas,www.migalhas.com.br,False,text/html,html_readability,C
Artigo,Manual de Rotinas Procedimentos em casos de Violência Doméstica e Familiar contra a Mulher,https://www.tjpa.jus.br/CMSPortal/VisualizarArquivo?idArquivo=953005,pdf,https://www.tjpa.jus.br/CMSPortal/VisualizarArquivo?idArquivo=953005,www.tjpa.jus.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,Análise do pedido de Medidas Protetivas de Urgência dentro do prazo de 48 horas auxilia na proteção de mulheres vítimas de violência doméstica,https://coordenadoriadamulher.tjba.jus.br/coordenadoriadamulher/analise-do-pedido-de-medidas-protetivas-de-urgencia-dentro-do-prazo-de-48-horas-auxilia-na-protecao-de-mulheres-vitimas-de-violencia-domestica/,html,https://coordenadoriadamulher.tjba.jus.br/coordenadoriadamulher/analise-do-pedido-de-medidas-protetivas-de-urgencia-dentro-do-prazo-de-48-horas-auxilia-na-protecao-de-mulheres-vitimas-de-violencia-domestica,coordenadoriadamulher.tjba.jus.br,False,text/html,html_readability,B
Artigo,Natureza jurídica das medidas protetivas de urgência na Lei Maria da Penha,https://mpmt.mp.br/portalcao/news/723/130653/natureza-juridica-das-medidas-protetivas-de-urgencia-na-lei-maria-da-penha/2,html,https://mpmt.mp.br/portalcao/news/723/130653/natureza-juridica-das-medidas-protetivas-de-urgencia-na-lei-maria-da-penha/2,mpmt.mp.br,False,text/html,html_readability,B
Artigo,Quebre o ciclo: como solicitar medida protetiva de urgência?,https://www.tjmt.jus.br/noticias/2021/5/quebre-o-ciclo-como-solicitar-medida-protetiva-urgencia,html,https://www.tjmt.jus.br/noticias/2021/5/quebre-o-ciclo-como-solicitar-medida-protetiva-urgencia,www.tjmt.jus.br,False,text/html,html_readability_law,B
Artigo,Medias Protetivas Salvam Vidas MPBA,https://www.mpba.mp.br/sites/default/files/area/criminal/2025/medidas-protetivas-digital.pdf,pdf,https://www.mpba.mp.br/sites/default/files/area/criminal/2025/medidas-protetivas-digital.pdf,www.mpba.mp.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,Medidas Protetivas de Urgência – questões,https://novogerenciador.tjma.jus.br/storage/portalweb/4_medidas_protetivas_de_urgoncia_natureza_hobrida_prazo_alimentos_e_descumprimento_16062020_1747.pdf,pdf,https://novogerenciador.tjma.jus.br/storage/portalweb/4_medidas_protetivas_de_urgoncia_natureza_hobrida_prazo_alimentos_e_descumprimento_16062020_1747.pdf,novogerenciador.tjma.jus.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,Prisão do agressor pelo descumprimento de medidas protetivas de urgência da Lei Maria da Penha,https://www.conjur.com.br/2025-jul-31/prisao-do-agressor-pelo-descumprimento-de-medidas-protetivas-de-urgencia-da-lei-maria-da-penha/,html,https://www.conjur.com.br/2025-jul-31/prisao-do-agressor-pelo-descumprimento-de-medidas-protetivas-de-urgencia-da-lei-maria-da-penha,www.conjur.com.br,False,text/html,html_readability,C
Artigo,Consentimento da vítima e crime de descumprimento de medida protetiva,https://www.jota.info/opiniao-e-analise/colunas/direito-dos-grupos-vulneraveis/consentimento-da-vitima-e-crime-de-descumprimento-de-medida-protetiva,html,https://www.jota.info/opiniao-e-analise/colunas/direito-dos-grupos-vulneraveis/consentimento-da-vitima-e-crime-de-descumprimento-de-medida-protetiva,www.jota.info,False,text/html,html_readability,C
Artigo,Medida protetiva de urgência: Prós e contras,https://www.editorabonijuris.com.br/medida-protetiva-de-urgencia-pros-e-contras/,html,https://www.editorabonijuris.com.br/medida-protetiva-de-urgencia-pros-e-contras,www.editorabonijuris.com.br,False,text/html,html_readability,C
Artigo,Crime de Descumprimento de Medidas Protetivas de Urgência,https://www.tjdft.jus.br/institucional/imprensa/campanhas-e-produtos/direito-facil/edicao-semanal/crime-de-descumprimento-de-medidas-protetivas-de-urgencia,html,https://www.tjdft.jus.br/institucional/imprensa/campanhas-e-produtos/direito-facil/edicao-semanal/crime-de-descumprimento-de-medidas-protetivas-de-urgencia,www.tjdft.jus.br,False,text/html,html_readability_law,B
Artigo,Descumprimento de Medidas Protetivas e Suas Consequências no Âmbito da Lei Maria da Penha,https://www.jusbrasil.com.br/artigos/descumprimento-de-medidas-protetivas-e-suas-consequencias-no-ambito-da-lei-maria-da-penha/2715895549,html,https://www.jusbrasil.com.br/artigos/descumprimento-de-medidas-protetivas-e-suas-consequencias-no-ambito-da-lei-maria-da-penha/2715895549,www.jusbrasil.com.br,False,text/html,html_readability,C
Artigo,O novo crime de descumprimento de medidas protetivas de urgência: primeiras considerações,https://escola.mpu.mp.br/plataforma-aprender/acervo-educacional/conteudo/a-atuacao-do-mp-na-protecao-a-mulher-em-situacao-de-violencia-domestica-e-familiar-modulo-i-atuacao-preventiva/avila-2018-crime-de-descumprimento-de-mpu-1as-consideracoes.pdf,pdf,https://escola.mpu.mp.br/plataforma-aprender/acervo-educacional/conteudo/a-atuacao-do-mp-na-protecao-a-mulher-em-situacao-de-violencia-domestica-e-familiar-modulo-i-atuacao-preventiva/avila-2018-crime-de-descumprimento-de-mpu-1as-consideracoes.pdf,escola.mpu.mp.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,Permissão da vítima para aproximação do réu afasta violação de medida protetiva da Lei Maria da Penha,https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias/2023/15092023-Permissao-da-vitima-para-aproximacao-do-reu-afasta-violacao-de-medida-protetiva-da-Lei-Maria-da-Penha.aspx,html,https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias/2023/15092023-Permissao-da-vitima-para-aproximacao-do-reu-afasta-violacao-de-medida-protetiva-da-Lei-Maria-da-Penha.aspx,www.stj.jus.br,False,text/html,html_readability_law,B
Artigo,ASPECTOS TEÓRICOS E PRÁTICOS DO CRIME DE DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,https://site.mppr.mp.br/sites/hotsites/arquivos_restritos/files/migrados/File/TCCs/2022/Leonardo_Penna_Guedes_Amin-Aspectos_Teoricos_e_Praticos_do_Crime_de_Descumprimento_de_Medidas_Protetivas_de_Urgencia.pdf,pdf,https://site.mppr.mp.br/sites/hotsites/arquivos_restritos/files/migrados/File/TCCs/2022/Leonardo_Penna_Guedes_Amin-Aspectos_Teoricos_e_Praticos_do_Crime_de_Descumprimento_de_Medidas_Protetivas_de_Urgencia.pdf,site.mppr.mp.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,O que fazer quando o agressor descumpre medidas protetivas?,https://www.cnj.jus.br/cnj-servico-o-que-fazer-quando-o-agressor-descumpre-medidas-protetivas/,html,https://www.cnj.jus.br/cnj-servico-o-que-fazer-quando-o-agressor-descumpre-medidas-protetivas,www.cnj.jus.br,False,text/html,html_readability,B
Artigo,Mulher que procura homem contra quem pediu medida protetiva comete crime?,https://www.conjur.com.br/2021-jun-01/opiniao-procurar-homem-quem-medida-protetiva-crime/,html,https://www.conjur.com.br/2021-jun-01/opiniao-procurar-homem-quem-medida-protetiva-crime,www.conjur.com.br,False,text/html,html_readability,C
Artigo,Representação Criminal na Lei Maria da Penha?,https://www.jusbrasil.com.br/artigos/representacao-criminal-na-lei-maria-da-penha/121940815,html,https://www.jusbrasil.com.br/artigos/representacao-criminal-na-lei-maria-da-penha/121940815,www.jusbrasil.com.br,False,text/html,html_readability,C
Artigo,Violência contra a mulher e crimes condicionados à representação da vítima,https://www.jota.info/opiniao-e-analise/colunas/direito-dos-grupos-vulneraveis/violencia-contra-a-mulher-e-crimes-condicionados-a-representacao-da-vitima,html,https://www.jota.info/opiniao-e-analise/colunas/direito-dos-grupos-vulneraveis/violencia-contra-a-mulher-e-crimes-condicionados-a-representacao-da-vitima,www.jota.info,False,text/html,html_readability,C
Artigo,Representação da vítima contra autor de violência doméstica não precisa ser confirmada em audiência,https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias/2023/09032023-Representacao-da-vitima-contra-autor-de-violencia-domestica-nao-precisa-ser-confirmada-em-audiencia.aspx,html,https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias/2023/09032023-Representacao-da-vitima-contra-autor-de-violencia-domestica-nao-precisa-ser-confirmada-em-audiencia.aspx,www.stj.jus.br,False,text/html,html_readability_law,B
Artigo,Crime de lesão corporal - violência doméstica - ação penal pública incondicionada,https://www.tjdft.jus.br/consultas/jurisprudencia/jurisprudencia-em-temas/lei-maria-da-penha-na-visao-do-tjdft/das-infracoes-penais/crime-de-lesao-corporal-acao-penal-publica-incondicionada,html,https://www.tjdft.jus.br/consultas/jurisprudencia/jurisprudencia-em-temas/lei-maria-da-penha-na-visao-do-tjdft/das-infracoes-penais/crime-de-lesao-corporal-acao-penal-publica-incondicionada,www.tjdft.jus.br,False,text/html,html_readability_law,B
Artigo,VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER: NECESSIDADE DE REPRESENTAÇÃO DA VÍTIMA EM CASO DE LESÃO CORPORAL LEVE E CULPOSA,https://assets-compromissoeatitude-ipg.sfo2.digitaloceanspaces.com/2014/02/Boletim-170_Amico.pdf,pdf,https://assets-compromissoeatitude-ipg.sfo2.digitaloceanspaces.com/2014/02/Boletim-170_Amico.pdf,assets-compromissoeatitude-ipg.sfo2.digitaloceanspaces.com,True,application/pdf,pdf_text_pymupdf,B
Artigo,É necessária a representação da vítima de violência doméstica para propositura de ação penal,http://p-web01.mp.rj.gov.br/Informativos/2_cao/2010/fevereiro/decicao_STJ.pdf,pdf,http://p-web01.mp.rj.gov.br/Informativos/2_cao/2010/fevereiro/decicao_STJ.pdf,p-web01.mp.rj.gov.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,Investigação e a falta de representação da vítima na Lei Maria da Penha,https://www.conjur.com.br/2022-set-13/academia-policia-falta-representacao-vitima-lei-maria-penha/,html,https://www.conjur.com.br/2022-set-13/academia-policia-falta-representacao-vitima-lei-maria-penha,www.conjur.com.br,False,text/html,html_readability,C
Artigo,Lei Maria da Penha e a Jurisprudência atualizada,https://cj.estrategia.com/portal/lei-maria-da-penha-e-a-jurisprudencia-atualizada/,html,https://cj.estrategia.com/portal/lei-maria-da-penha-e-a-jurisprudencia-atualizada,cj.estrategia.com,False,text/html,html_readability,C
Artigo,Ação Penal em Casos de Violência Doméstica,https://www.direitopenalbrasileiro.com.br/violencia-domestica-tipo-de-acao-penal/,html,https://www.direitopenalbrasileiro.com.br/violencia-domestica-tipo-de-acao-penal,www.direitopenalbrasileiro.com.br,False,text/html,html_readability,C
Artigo,Comentários à Lei Maria da Penha,https://www.mpdft.mp.br/portal/index.php/conhecampdft-menu/nucleos-e-grupos/nucleo-de-genero/639-comentarios-a-lei-maria-da-penha,html,https://www.mpdft.mp.br/portal/index.php/conhecampdft-menu/nucleos-e-grupos/nucleo-de-genero/639-comentarios-a-lei-maria-da-penha,www.mpdft.mp.br,False,text/html,html_readability,B
Artigo,Diretrizes nacionais de investigação criminal com perspectiva de gênero,https://www.mpdft.mp.br/portal/pdf/nucleos/nucleo_genero/Diretrizes_Nacionais.pdf,pdf,https://www.mpdft.mp.br/portal/pdf/nucleos/nucleo_genero/Diretrizes_Nacionais.pdf,www.mpdft.mp.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,DIRETRIZES DISTRITAIS DE INVESTIGAÇÃO CRIMINAL COM PERSPECTIVA DE GÊNERO,https://www.mpdft.mp.br/portal/pdf/nucleos/nucleo_genero/Diretrizes_Distritais_-_vers%C3%A3o_consolidada_2%C2%AArevis%C3%A3o.pdf,pdf,https://www.mpdft.mp.br/portal/pdf/nucleos/nucleo_genero/Diretrizes_Distritais_-_vers%C3%A3o_consolidada_2%C2%AArevis%C3%A3o.pdf,www.mpdft.mp.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,Boas práticas para promotores violência doméstica,https://www.mpdft.mp.br/portal/pdf/nucleos/nucleo_genero/publicacoes/roteiro_boas_praticas_violencia_domestica.pdf,pdf,https://www.mpdft.mp.br/portal/pdf/nucleos/nucleo_genero/publicacoes/roteiro_boas_praticas_violencia_domestica.pdf,www.mpdft.mp.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,GUIA DE AVALIAÇÃO DE RISCO PARA O SISTEMA DE JUSTIÇA,https://www.mpdft.mp.br/portal/pdf/Guia_de_Avaliacao_de_Risco_-_Final.pdf,pdf,https://www.mpdft.mp.br/portal/pdf/Guia_de_Avaliacao_de_Risco_-_Final.pdf,www.mpdft.mp.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,DIRETIVAS RESULTANTES DA OFICINA SOBRE O NOVO CRIME DE STALKING E SUAS REPERCUSSÕES,https://www.mpdft.mp.br/portal/images/pdf/nucleos/nucleo_genero/publicacoes/Diretivas_Oficina_Lei_14132_21.pdf,pdf,https://www.mpdft.mp.br/portal/images/pdf/nucleos/nucleo_genero/publicacoes/Diretivas_Oficina_Lei_14132_21.pdf,www.mpdft.mp.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,Enfrentamento a Violência doméstica e famliar uma construção coletiva,https://www.mpdft.mp.br/portal/pdf/nucleos/pro_mulher/o_enfrentamento_a_violencia_domestica_e_familiar_contra_a_mulher.pdf,pdf,https://www.mpdft.mp.br/portal/pdf/nucleos/pro_mulher/o_enfrentamento_a_violencia_domestica_e_familiar_contra_a_mulher.pdf,www.mpdft.mp.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,ANÁLISE DA RELAÇÃO SISTEMA DE JUSTIÇA CRIMINAL E VIOLÊNCIA DOMÉSTICA CONTRA A MULHER,https://www.mpdft.mp.br/portal/pdf/nucleos/nucleo_genero/publicacoes/Analise_relacao_sistema_justica_criminal_violencia_domestica_ESMPU.pdf,pdf,https://www.mpdft.mp.br/portal/pdf/nucleos/nucleo_genero/publicacoes/Analise_relacao_sistema_justica_criminal_violencia_domestica_ESMPU.pdf,www.mpdft.mp.br,True,application/pdf,pdf_text_pymupdf,B
Artigo,LEI Nº 14.0994/2024 PACOTE ANTIFEMINICÍDIO,https://api.tjsp.jus.br/Handlers/Handler/FileFetch.ashx?codigo=162719,pdf,https://api.tjsp.jus.br/Handlers/Handler/FileFetch.ashx?codigo=162719,api.tjsp.jus.br,True,application/pdf,pdf_text_pymupdf,B
